model-1618151971,1618151998.494,0.6,0.2485,0.61,0.2431,0
model-1618151971,1618151998.719,0.4,0.2503,0.48,0.2497,0
model-1618151971,1618151998.939,0.4,0.2465,0.58,0.2403,0
model-1618151971,1618151999.178,0.6,0.2412,0.47,0.2626,0
model-1618151971,1618151999.382,0.4,0.2557,0.47,0.25,0
model-1618151971,1618151999.568,0.6,0.2373,0.48,0.2458,0
model-1618151971,1618151999.792,0.8,0.2379,0.58,0.23,0
model-1618151971,1618151999.987,0.6,0.2331,0.62,0.2273,0
model-1618151971,1618152000.208,0.4,0.278,0.43,0.2626,0
model-1618151971,1618152000.405,0.2,0.2612,0.46,0.25,0
model-1618151971,1618152000.637,0.2,0.2587,0.48,0.2442,0
model-1618151971,1618152000.883,0.6,0.2488,0.49,0.243,0
model-1618151971,1618152001.107,0.4,0.2528,0.5,0.2425,0
model-1618151971,1618152001.306,0.2,0.2627,0.6,0.2389,0
model-1618151971,1618152001.492,0.6,0.2452,0.61,0.238,0
model-1618151971,1618152001.672,0.4,0.2795,0.64,0.2365,0
model-1618151971,1618152001.872,0.8,0.2303,0.55,0.2426,0
model-1618151971,1618152002.059,0.6,0.2422,0.5,0.2439,0
model-1618151971,1618152002.286,0.4,0.2569,0.47,0.2466,0
model-1618151971,1618152002.502,0.2,0.2605,0.52,0.2416,0
model-1618151971,1618152002.717,0.4,0.2709,0.6,0.2247,0
model-1618151971,1618152002.922,0.8,0.1988,0.58,0.2357,0
model-1618151971,1618152003.136,0.8,0.228,0.54,0.2406,0
model-1618151971,1618152003.344,0.6,0.2468,0.54,0.2407,0
model-1618151971,1618152003.576,0.4,0.2546,0.55,0.2416,0
model-1618151971,1618152003.796,0.8,0.216,0.47,0.2502,0
model-1618151971,1618152004.013,0.6,0.2438,0.49,0.2473,0
model-1618151971,1618152004.247,0.6,0.2455,0.54,0.2398,0
model-1618151971,1618152004.476,0.4,0.247,0.61,0.2357,0
model-1618151971,1618152004.666,0.2,0.4541,0.58,0.2244,0
model-1618151971,1618152004.859,0.4,0.2598,0.56,0.238,0
model-1618151971,1618152005.06,0.4,0.2594,0.48,0.2486,0
model-1618151971,1618152005.263,0.4,0.2572,0.47,0.2496,0
model-1618151971,1618152005.453,0.8,0.2352,0.47,0.2502,0
model-1618151971,1618152005.666,0.6,0.247,0.47,0.2503,0
model-1618151971,1618152005.875,0.6,0.247,0.47,0.2497,0
model-1618151971,1618152006.115,0.4,0.2505,0.46,0.2487,0
model-1618151971,1618152006.322,0.2,0.2658,0.46,0.248,0
model-1618151971,1618152006.536,0.0,0.284,0.48,0.249,0
model-1618151971,1618152006.743,0.8,0.2361,0.48,0.2479,0
model-1618151971,1618152007.01,0.6,0.243,0.48,0.251,0
model-1618151971,1618152007.238,0.2,0.2765,0.52,0.2411,0
model-1618151971,1618152007.452,1.0,0.2153,0.55,0.2405,0
model-1618151971,1618152007.648,0.6,0.236,0.56,0.2378,0
model-1618151971,1618152007.846,0.6,0.2506,0.5,0.2423,0
model-1618151971,1618152008.045,0.4,0.2754,0.47,0.2469,0
model-1618151971,1618152008.252,1.0,0.2228,0.47,0.2442,0
model-1618151971,1618152008.473,0.6,0.2361,0.47,0.244,0
model-1618151971,1618152008.687,0.4,0.2546,0.48,0.2442,0
model-1618151971,1618152008.911,0.8,0.2339,0.47,0.2448,0
model-1618151971,1618152009.156,0.2,0.2781,0.48,0.2458,0
model-1618151971,1618152009.377,0.0,0.2763,0.47,0.2476,0
model-1618151971,1618152009.583,0.2,0.2565,0.45,0.2496,0
model-1618151971,1618152009.795,0.2,0.2599,0.56,0.2489,0
model-1618151971,1618152010.004,0.2,0.2613,0.46,0.2493,0
model-1618151971,1618152010.219,0.4,0.2512,0.49,0.2458,0
model-1618151971,1618152010.438,0.6,0.2484,0.58,0.2412,0
model-1618151971,1618152010.646,0.8,0.2546,0.6,0.2361,0
model-1618151971,1618152010.873,0.4,0.2462,0.63,0.2325,0
model-1618151971,1618152011.081,0.4,0.2925,0.55,0.2294,0
model-1618151971,1618152011.294,0.4,0.2381,0.55,0.2366,0
model-1618151971,1618152011.476,0.4,0.2429,0.56,0.2355,0
model-1618151971,1618152011.676,0.2,0.2841,0.56,0.2373,0
model-1618151971,1618152011.865,0.4,0.2875,0.49,0.2455,0
model-1618151971,1618152012.109,0.2,0.255,0.53,0.2384,0
model-1618151971,1618152012.33,0.8,0.1865,0.56,0.2331,0
model-1618151971,1618152012.57,0.6,0.2481,0.56,0.2363,0
model-1618151971,1618152012.792,0.2,0.2602,0.5,0.243,0
model-1618151971,1618152013.018,0.2,0.2688,0.5,0.2462,0
model-1618151971,1618152013.215,0.6,0.2474,0.48,0.249,0
model-1618151971,1618152013.468,0.6,0.2452,0.51,0.2473,0
model-1618151971,1618152013.704,0.8,0.2375,0.51,0.2471,0
model-1618151971,1618152013.933,0.4,0.2564,0.49,0.2475,0
model-1618151971,1618152014.162,0.6,0.2443,0.51,0.2465,0
model-1618151971,1618152014.398,0.2,0.2591,0.59,0.2454,0
model-1618151971,1618152014.629,0.2,0.3,0.64,0.2398,0
model-1618151971,1618152014.855,0.6,0.2395,0.58,0.2429,0
model-1618151971,1618152015.054,0.6,0.2219,0.47,0.2516,0
model-1618151971,1618152015.271,0.8,0.2253,0.48,0.2498,0
model-1618151971,1618152015.48,0.6,0.2309,0.5,0.2455,0
model-1618151971,1618152015.696,0.8,0.2211,0.56,0.2428,0
model-1618151971,1618152015.935,0.6,0.2482,0.51,0.2422,0
model-1618151971,1618152016.161,1.0,0.2233,0.64,0.2362,0
model-1618151971,1618152016.392,0.4,0.2496,0.61,0.2328,0
model-1618151971,1618152016.642,0.2,0.2646,0.53,0.2345,0
model-1618151971,1618152016.868,0.4,0.2417,0.5,0.241,0
model-1618151971,1618152017.109,1.0,0.1802,0.47,0.2567,0
model-1618151971,1618152017.332,0.6,0.2362,0.49,0.241,0
model-1618151971,1618152017.567,0.6,0.2535,0.49,0.2403,0
model-1618151971,1618152017.793,0.6,0.2438,0.55,0.2333,0
model-1618151971,1618152018.016,0.6,0.2351,0.56,0.2323,0
model-1618151971,1618152018.264,0.2,0.3223,0.53,0.2389,0
model-1618151971,1618152018.499,0.4,0.2356,0.58,0.2297,0
model-1618151971,1618152018.725,0.2,0.2932,0.56,0.2344,0
model-1618151971,1618152018.955,0.6,0.2089,0.65,0.2321,0
model-1618151971,1618152019.179,0.4,0.2471,0.65,0.2343,0
model-1618151971,1618152019.426,0.8,0.2481,0.67,0.2307,0
model-1618151971,1618152019.68,0.6,0.2377,0.65,0.2273,0
model-1618151971,1618152019.93,0.8,0.2406,0.56,0.2343,0
model-1618151971,1618152020.164,0.8,0.2217,0.66,0.2264,0
model-1618151971,1618152020.371,1.0,0.1781,0.66,0.2266,0
model-1618151971,1618152020.566,0.4,0.2435,0.58,0.226,0
model-1618151971,1618152020.815,0.4,0.2672,0.59,0.2366,0
model-1618151971,1618152021.054,0.8,0.2349,0.63,0.2308,0
model-1618151971,1618152021.266,0.4,0.265,0.63,0.2357,0
model-1618151971,1618152021.49,0.8,0.2398,0.58,0.2334,0
model-1618151971,1618152021.733,0.6,0.2382,0.6,0.2316,0
model-1618151971,1618152021.982,0.4,0.3067,0.59,0.233,0
model-1618151971,1618152022.227,0.2,0.2517,0.5,0.2434,0
model-1618151971,1618152022.456,0.6,0.2085,0.57,0.2363,0
model-1618151971,1618152022.709,0.4,0.3098,0.61,0.2339,0
model-1618151971,1618152022.927,0.6,0.2456,0.58,0.2402,0
model-1618151971,1618152023.143,0.6,0.235,0.58,0.235,0
model-1618151971,1618152023.319,0.2,0.3932,0.58,0.2408,0
model-1618151971,1618152023.501,0.6,0.2344,0.61,0.2377,0
model-1618151971,1618152023.707,0.4,0.2354,0.62,0.2321,0
model-1618151971,1618152023.941,0.4,0.2625,0.63,0.2278,0
model-1618151971,1618152024.164,0.6,0.2484,0.62,0.2278,0
model-1618151971,1618152024.349,0.6,0.2492,0.6,0.2301,0
model-1618151971,1618152024.545,0.4,0.274,0.61,0.2304,0
model-1618151971,1618152024.755,0.8,0.1755,0.62,0.2343,0
model-1618151971,1618152025.055,0.6,0.2223,0.61,0.2307,0
model-1618151971,1618152025.384,0.4,0.2528,0.52,0.2417,0
model-1618151971,1618152025.611,0.8,0.2236,0.61,0.2359,0
model-1618151971,1618152025.83,0.6,0.2369,0.63,0.227,0
model-1618151971,1618152026.035,0.8,0.2239,0.62,0.2366,0
model-1618151971,1618152026.267,0.8,0.1912,0.6,0.2292,0
model-1618151971,1618152026.472,0.6,0.2136,0.64,0.2291,0
model-1618151971,1618152026.711,1.0,0.0791,0.52,0.2655,0
model-1618151971,1618152026.939,0.6,0.2094,0.59,0.237,0
model-1618151971,1618152027.16,0.4,0.3592,0.56,0.2442,0
model-1618151971,1618152027.366,0.8,0.1972,0.66,0.2219,0
model-1618151971,1618152027.567,0.8,0.1902,0.63,0.2276,0
model-1618151971,1618152027.784,0.6,0.2188,0.65,0.2262,0
model-1618151971,1618152028.022,0.6,0.2715,0.61,0.2331,0
model-1618151971,1618152028.231,0.2,0.2534,0.61,0.2323,0
model-1618151971,1618152028.447,0.8,0.2387,0.67,0.228,0
model-1618151971,1618152028.639,0.8,0.2338,0.67,0.2288,0
model-1618151971,1618152028.868,0.6,0.2257,0.66,0.2224,0
model-1618151971,1618152029.06,0.6,0.2039,0.64,0.2281,0
model-1618151971,1618152029.294,0.6,0.1849,0.63,0.2266,0
model-1618151971,1618152029.504,0.4,0.2318,0.57,0.2734,0
model-1618151971,1618152029.735,1.0,0.1558,0.65,0.2185,0
model-1618151971,1618152029.937,0.8,0.1118,0.54,0.2604,0
model-1618151971,1618152030.14,0.8,0.2001,0.61,0.2232,0
model-1618151971,1618152030.361,0.8,0.1509,0.65,0.216,0
model-1618151971,1618152030.587,0.4,0.3076,0.63,0.2185,0
model-1618151971,1618152030.813,0.4,0.2246,0.62,0.2286,0
model-1618151971,1618152031.045,0.4,0.3369,0.65,0.2191,0
model-1618151971,1618152031.244,0.4,0.3018,0.7,0.2197,0
model-1618151971,1618152031.44,0.8,0.195,0.63,0.219,0
model-1618151971,1618152031.646,0.6,0.2231,0.59,0.2232,0
model-1618151971,1618152031.866,1.0,0.193,0.6,0.2263,0
model-1618151971,1618152032.07,0.4,0.2412,0.6,0.2281,0
model-1618151971,1618152032.269,0.6,0.2743,0.63,0.226,0
model-1618151971,1618152032.458,0.4,0.2463,0.64,0.2265,0
model-1618151971,1618152032.669,0.2,0.346,0.63,0.226,0
model-1618151971,1618152032.858,0.4,0.2537,0.63,0.2346,0
model-1618151971,1618152033.077,0.6,0.2646,0.62,0.2283,0
model-1618151971,1618152033.294,0.4,0.2752,0.61,0.2296,0
model-1618151971,1618152033.525,0.4,0.2595,0.6,0.2305,0
model-1618151971,1618152033.749,0.6,0.2477,0.61,0.2326,0
model-1618151971,1618152033.987,0.6,0.245,0.6,0.2313,0
model-1618151971,1618152034.198,0.6,0.2363,0.59,0.2277,0
model-1618151971,1618152034.411,0.8,0.2008,0.65,0.2216,0
model-1618151971,1618152034.618,0.2,0.2952,0.65,0.2197,0
model-1618151971,1618152034.841,0.8,0.2104,0.65,0.2257,0
model-1618151971,1618152035.041,0.8,0.1706,0.64,0.2226,0
model-1618151971,1618152035.278,1.0,0.0818,0.52,0.2618,0
model-1618151971,1618152035.515,0.4,0.361,0.52,0.2702,0
model-1618151971,1618152035.711,0.4,0.2378,0.68,0.2187,0
model-1618151971,1618152035.921,0.6,0.231,0.6,0.2207,0
model-1618151971,1618152036.123,0.2,0.3022,0.66,0.2223,0
model-1618151971,1618152036.339,0.4,0.2669,0.62,0.2286,0
model-1618151971,1618152036.574,0.8,0.2066,0.62,0.2295,0
model-1618151971,1618152036.786,0.6,0.1969,0.64,0.2257,0
model-1618151971,1618152036.992,1.0,0.1711,0.61,0.2325,0
model-1618151971,1618152037.238,0.6,0.203,0.61,0.2451,0
model-1618151971,1618152037.458,0.8,0.1383,0.6,0.2263,0
model-1618151971,1618152037.677,0.8,0.1646,0.59,0.2461,0
model-1618151971,1618152037.861,1.0,0.188,0.6,0.2375,0
model-1618151971,1618152038.062,0.6,0.2079,0.6,0.2354,0
model-1618151971,1618152038.302,0.8,0.2046,0.56,0.2321,0
model-1618151971,1618152038.521,0.6,0.2671,0.56,0.2316,0
model-1618151971,1618152038.738,0.8,0.2383,0.61,0.2381,0
model-1618151971,1618152038.931,0.2,0.2751,0.63,0.2356,0
model-1618151971,1618152039.142,0.8,0.2773,0.65,0.2344,0
model-1618151971,1618152039.363,1.0,0.1554,0.64,0.2361,0
model-1618151971,1618152039.567,0.4,0.2264,0.51,0.2503,0
model-1618151971,1618152039.79,0.8,0.1879,0.64,0.2369,0
model-1618151971,1618152040.017,0.4,0.2479,0.63,0.2367,0
model-1618151971,1618152040.247,0.2,0.3102,0.65,0.2417,0
model-1618151971,1618152040.46,0.8,0.2575,0.59,0.2425,0
model-1618151971,1618152040.672,0.4,0.2287,0.58,0.2413,0
model-1618151971,1618152040.862,0.6,0.2646,0.61,0.2408,0
model-1618151971,1618152041.073,0.4,0.2972,0.57,0.2418,0
model-1618151971,1618152041.299,0.4,0.2476,0.63,0.2318,0
model-1618151971,1618152041.517,0.6,0.2336,0.62,0.2323,0
model-1618151971,1618152041.726,0.2,0.2972,0.62,0.2333,0
model-1618151971,1618152041.924,0.4,0.2691,0.56,0.2345,0
model-1618151971,1618152042.108,0.2,0.3252,0.57,0.2343,0
model-1618151971,1618152042.284,0.4,0.2684,0.56,0.2323,0
model-1618151971,1618152042.497,0.8,0.275,0.64,0.2272,0
model-1618151971,1618152042.689,0.6,0.2602,0.56,0.233,0
model-1618151971,1618152042.884,0.8,0.2438,0.67,0.219,0
model-1618151971,1618152043.094,0.4,0.2682,0.69,0.2219,0
model-1618151971,1618152043.311,0.4,0.362,0.58,0.2396,0
model-1618151971,1618152043.493,0.6,0.238,0.6,0.2337,0
model-1618151971,1618152043.712,1.0,0.1352,0.69,0.2294,0
model-1618151971,1618152043.922,0.8,0.215,0.69,0.227,0
model-1618151971,1618152044.125,0.6,0.218,0.63,0.2256,0
model-1618151971,1618152044.324,0.8,0.1732,0.7,0.2248,0
model-1618151971,1618152044.529,0.6,0.2303,0.61,0.2314,0
model-1618151971,1618152044.725,0.8,0.1471,0.57,0.2635,0
model-1618151971,1618152044.921,0.4,0.2454,0.62,0.2414,0
model-1618151971,1618152045.124,0.2,0.3242,0.62,0.2401,0
model-1618151971,1618152045.341,1.0,0.1991,0.6,0.2321,0
model-1618151971,1618152045.566,0.8,0.2156,0.65,0.235,0
model-1618151971,1618152045.777,0.6,0.2201,0.58,0.2423,0
model-1618151971,1618152045.985,0.6,0.2318,0.67,0.2283,0
model-1618151971,1618152046.206,0.6,0.206,0.61,0.2262,0
model-1618151971,1618152046.396,0.6,0.2284,0.6,0.2304,0
model-1618151971,1618152046.63,0.6,0.2358,0.61,0.2374,0
model-1618151971,1618152046.843,0.0,0.321,0.58,0.2517,0
model-1618151971,1618152047.041,0.8,0.2179,0.62,0.2382,0
model-1618151971,1618152047.269,1.0,0.1822,0.62,0.2291,0
model-1618151971,1618152047.483,0.8,0.2113,0.63,0.2244,0
model-1618151971,1618152047.682,0.4,0.2921,0.6,0.2247,0
model-1618151971,1618152047.865,0.6,0.2182,0.62,0.2292,0
model-1618151971,1618152048.085,0.2,0.2767,0.6,0.2375,0
model-1618151971,1618152048.321,0.8,0.1897,0.64,0.2307,0
model-1618151971,1618152048.514,0.6,0.2769,0.62,0.23,0
model-1618151971,1618152048.737,0.6,0.2561,0.62,0.2333,0
model-1618151971,1618152048.932,1.0,0.1433,0.62,0.2321,0
model-1618151971,1618152049.166,0.8,0.1432,0.56,0.2685,0
model-1618151971,1618152049.355,0.8,0.1742,0.56,0.2282,0
model-1618151971,1618152049.579,0.6,0.289,0.6,0.2285,0
model-1618151971,1618152049.793,0.8,0.2006,0.63,0.2554,0
model-1618151971,1618152049.997,0.8,0.1791,0.61,0.254,0
model-1618151971,1618152050.206,1.0,0.1585,0.65,0.2246,0
model-1618151971,1618152050.399,0.8,0.1737,0.65,0.2198,0
model-1618151971,1618152050.576,0.8,0.2165,0.64,0.222,0
model-1618151971,1618152050.79,0.8,0.2062,0.65,0.2151,0
model-1618151971,1618152051.003,0.4,0.3072,0.59,0.2408,0
model-1618151971,1618152051.21,0.6,0.2306,0.65,0.2246,0
model-1618151971,1618152051.39,0.6,0.1856,0.65,0.2197,0
model-1618151971,1618152051.594,0.8,0.2029,0.61,0.2238,0
model-1618151971,1618152051.784,0.6,0.2344,0.66,0.2188,0
model-1618151971,1618152052.024,0.2,0.268,0.64,0.2209,0
model-1618151971,1618152052.23,0.8,0.1932,0.66,0.2236,0
model-1618151971,1618152052.424,0.4,0.2678,0.66,0.2175,0
model-1618151971,1618152052.605,0.6,0.2137,0.66,0.2178,0
model-1618151971,1618152052.808,1.0,0.1292,0.65,0.2178,0
model-1618151971,1618152052.993,0.4,0.4272,0.63,0.2127,0
model-1618151971,1618152053.222,0.6,0.3018,0.67,0.2094,0
model-1618151971,1618152053.425,0.2,0.2861,0.59,0.2366,0
model-1618151971,1618152053.629,1.0,0.1353,0.61,0.2337,0
model-1618151971,1618152053.817,0.6,0.1948,0.65,0.2212,0
model-1618151971,1618152054.039,0.4,0.3018,0.6,0.2378,0
model-1618151971,1618152054.25,0.6,0.2671,0.62,0.224,0
model-1618151971,1618152054.477,0.4,0.232,0.66,0.2193,0
model-1618151971,1618152054.673,0.4,0.2749,0.58,0.2423,0
model-1618151971,1618152054.889,0.6,0.2554,0.61,0.2175,0
model-1618151971,1618152055.094,0.8,0.2071,0.61,0.2276,0
model-1618151971,1618152055.313,0.4,0.3514,0.61,0.2298,0
model-1618151971,1618152055.493,0.6,0.2584,0.63,0.2275,0
model-1618151971,1618152055.704,0.6,0.2043,0.63,0.2261,0
model-1618151971,1618152055.899,0.8,0.1794,0.58,0.2424,0
model-1618151971,1618152056.137,0.4,0.286,0.49,0.2673,0
model-1618151971,1618152056.331,0.6,0.255,0.68,0.2307,0
model-1618151971,1618152056.538,0.8,0.1946,0.68,0.2263,0
model-1618151971,1618152056.738,0.8,0.2352,0.66,0.2265,0
model-1618151971,1618152056.953,0.6,0.2299,0.69,0.2282,0
model-1618151971,1618152057.156,0.8,0.2167,0.66,0.2281,0
model-1618151971,1618152057.36,0.6,0.226,0.65,0.2274,0
model-1618151971,1618152057.547,0.6,0.2746,0.65,0.2216,0
model-1618151971,1618152057.745,0.8,0.2168,0.61,0.219,0
model-1618151971,1618152057.931,0.6,0.2474,0.61,0.2177,0
model-1618151971,1618152058.131,0.8,0.1702,0.63,0.2174,0
model-1618151971,1618152058.356,0.6,0.2036,0.65,0.2171,0
model-1618151971,1618152058.553,0.4,0.2099,0.72,0.2179,0
model-1618151971,1618152058.744,0.8,0.1537,0.71,0.2174,0
model-1618151971,1618152058.95,1.0,0.0902,0.7,0.2177,0
model-1618151971,1618152059.175,0.2,0.352,0.69,0.2223,0
model-1618151971,1618152059.413,0.8,0.1957,0.66,0.2218,0
model-1618151971,1618152059.6,0.8,0.2072,0.68,0.2199,0
model-1618151971,1618152059.787,1.0,0.1304,0.67,0.2162,0
model-1618151971,1618152059.962,0.8,0.1322,0.65,0.2173,0
